10587 ; 26.91 ;  
21430 ; 26.94 ;  
32253 ; 26.94 ;  
43078 ; 26.97 ;  
53902 ; 27.00 ;  
64726 ; 27.00 ;  
75549 ; 27.00 ;  
86373 ; 27.03 ;  
97197 ; 27.03 ;  
107916 ; 27.06 ;  
118745 ; 27.09 ;  
129572 ; 27.09 ;  
140400 ; 27.09 ;  
151229 ; 27.09 ;  
162057 ; 27.09 ;  
172886 ; 27.09 ;  
183713 ; 27.12 ;  
194542 ; 27.12 ;  
205370 ; 27.12 ;  
